pathway	pval	padj	ES	NES	nMoreExtreme	size
chr2E2	0.932806324110672	0.96504815464758	-0.106903431763767	-0.630330473951657	471	24
chr2E3	0.325252525252525	0.513289141414141	0.21213864337749	1.11078822403703	160	19
chr2E4	0.971370143149284	0.981083844580777	-0.166812783932414	-0.540621705797162	474	7
chr2E5	0.139846743295019	0.322089471793029	-0.126215341186345	-1.33305915567702	72	81
chr2F1	0.61522633744856	0.75616044424612	0.0851561906850794	0.879219665850076	298	76
chr2F2	0.896130346232179	0.946388661382345	-0.146377306903623	-0.662839902309177	439	14
chr2F3	0.0676229508196721	0.2	-0.388460061026433	-1.58195665303305	32	11
chr2G1	0.150870406189555	0.338620245003224	-0.259297667163015	-1.32320785854465	77	18
chr2G3	0.0778688524590164	0.213345610139197	0.227066069400046	1.50426868900731	37	31
chr2H1	0.00420168067226891	0.036996336996337	0.192458031299681	2.09902707307855	1	88
chr2H2	0.571142284569138	0.727126521951466	-0.217083931324084	-0.913368036551212	284	12
chr2H3	0.120331950207469	0.284848288381743	0.133188236313236	1.35540828504957	57	74
chr2H4	0.0645792563600783	0.195675146771037	-0.157843517680174	-1.49126397171774	32	65
chr3A1	0.288844621513944	0.478250930703416	-0.196465808273742	-1.13371527443914	144	23
chr3A2	0.0603621730382294	0.190137851460497	-0.453072692491631	-1.57716198857848	29	8
chr3A3	0.00198019801980198	0.0246501789781972	-0.371012457842935	-2.39475359276272	0	29
chr3B	0.0369649805447471	0.155242152950059	-0.250128151298385	-1.68191854401715	18	31
chr3C	0.0471512770137525	0.170081392085321	-0.258399646330681	-1.59432248719019	23	26
chr3D	0.39344262295082	0.580465142106189	-0.248997992360824	-1.0140142324188	191	11
chr3E1	0.259332023575639	0.466153846153846	-0.185455349248453	-1.14425711441622	131	26
chr3E3	0.400386847195358	0.580465142106189	-0.199780188612352	-1.01948744254304	206	18
chr3F1	0.104166666666667	0.254536290322581	0.118385851096695	1.41331785787623	49	104
chr3F2	0.0268714011516315	0.126521116678597	-0.126822007341749	-1.75439334029509	13	144
chr3F3	0.431334622823985	0.602705573156682	-0.194692618591789	-0.993525339968958	222	18
chr3G1	0.542743538767396	0.705799537538716	-0.120646084520765	-0.934618245970092	272	42
chr3G2	0.267893660531697	0.471928948494792	-0.354996641200515	-1.1505046867142	130	7
chr3G3	0.68389662027833	0.803180914512923	-0.107070545609548	-0.829451580879388	343	42
chr3H1	0.123456790123457	0.289979902383003	-0.358896683673469	-1.38814700077931	59	10
chr3H2	0.79	0.87305974025974	0.131947552678054	0.760620881467016	394	23
chr3H3	0.311663479923518	0.497021233772768	-0.223151237044231	-1.11383132218768	162	17
chr3H4	0.798353909465021	0.876453748434425	-0.187197066326531	-0.724044155315408	387	10
chr4A1	0.00769230769230769	0.061336032388664	-0.288822589738771	-2.04656000478276	3	34
chr4A2	0.0147368421052632	0.0911278195488722	-0.626902542035222	-1.72989330116905	6	5
chr4A3	0.167652859960552	0.357738144845404	-0.246778493901287	-1.29060015665313	84	19
chr4A5	0.399581589958159	0.580465142106189	0.103302088340544	1.0277571338516	190	72
chr4B1	0.822810590631365	0.896253537068478	0.0898172995369919	0.724899547807686	403	46
chr4B2	0.243460764587525	0.449808607744025	-0.346066475370636	-1.20466958066774	120	8
chr4B3	0.74012474012474	0.830258302583026	0.118416586807219	0.79877565956333	355	32
chr4C1	0.664717348927875	0.796084413933384	0.251773332270662	0.827407366211635	340	7
chr4C3	0.062	0.190137851460497	-0.351855145890709	-1.54952225117888	30	13
chr4C4	0.531568228105906	0.695663265306122	-0.20727956254272	-0.938623396569031	260	14
chr4C5	0.0140280561122244	0.0904361915320002	-0.44470578855047	-1.87107378447517	6	12
chr4C6	0.521298174442191	0.692188062875067	0.153668091168091	0.941452529958648	256	26
chr4C7	0.668662674650699	0.79765665519355	0.113661636390725	0.830563735668673	334	37
chr4D1	0.191836734693878	0.38494391133937	0.159995018337352	1.2518067755563	93	43
chr4D2	0.205944798301486	0.402588863776454	0.0761276269223623	1.22662602505471	96	177
chr4D3	0.025	0.122886379235041	0.165484782525681	1.77924914925599	11	84
chr4E1	0.08300395256917	0.221052631578947	-0.247944932162809	-1.46194789096626	41	24
chr4E2	0.00212314225053079	0.0246501789781972	0.188180314439767	2.29469070616337	0	107
chr5A1	0.0423076923076923	0.160240384615385	-0.23654388272881	-1.67611975990748	21	34
chr5A3	0.712328767123288	0.814474024295684	-0.101329931452566	-0.81199749939675	363	46
chr5B1	0.038	0.155594594594595	0.186694224910592	1.7054623238607	18	58
chr5B2	0.885771543086172	0.946388661382345	0.120842879559867	0.667650452232101	441	21
chr5B3	0.303393213572854	0.494237331788037	0.135039271624911	1.10371126179253	151	47
chr5C1	0.398	0.580465142106189	-0.234983101580662	-1.03483364902488	198	13
chr5C3	0.10077519379845	0.24921704469963	-0.152080291460645	-1.42718053851509	51	63
chr5E1	0.0439770554493308	0.160850297742695	-0.316681446447926	-1.58067559419124	22	17
chr5E2	0.737166324435318	0.830258302583026	0.160382437390333	0.778592757794983	358	16
chr5E3	0.380855397148676	0.579895403698738	-0.341887153331208	-1.04037608812784	186	6
chr5E4	0.561475409836066	0.723944890129055	-0.223311807382604	-0.90941034827698	273	11
chr5E5	0.00594059405940594	0.0486486486486487	-0.322166701080597	-2.07947158800766	2	29
chr5F	0.0021978021978022	0.0246501789781972	0.145843620698462	2.41460533695591	0	190
chr5G1	0.0594262295081967	0.190137851460497	0.237887448385294	1.57595822686913	28	31
chr5G2	0.00213219616204691	0.0246501789781972	0.23967613072408	3.61365880297792	0	158
chr5G3	0.0590551181102362	0.190137851460497	-0.22135496901852	-1.5743264241497	29	35
chr6A1	0.001953125	0.0246501789781972	-0.321554334173135	-2.23038031852878	0	33
chr6A2	0.569138276553106	0.727126521951466	-0.217429437091373	-0.914821732006055	283	12
chr6A3	0.0374015748031496	0.155242152950059	-0.207819199186106	-1.63815960174443	18	44
chr6B1	0.694610778443114	0.809053205356085	-0.111716174111317	-0.812341779485546	347	37
chr6B2	0.0275590551181102	0.126521116678597	-0.211848702855897	-1.66992264458545	13	44
chr6B3	0.00198412698412698	0.0246501789781972	-0.316444881526783	-2.37631645933804	0	39
chr6C1	0.41796875	0.602201498241859	-0.130954527457698	-1.02681997604597	213	43
chr6C3	0.0224489795918367	0.117276565798733	0.230188132118155	1.80100022133554	10	43
chr6D1	0.587209302325581	0.735224870267154	-0.0941871798488563	-0.883889087579067	302	63
chr6D3	0.166	0.356723404255319	-0.291247784190931	-1.28261566579609	82	13
chr6E1	0.620352250489237	0.75616044424612	0.281133779619594	0.862767182515654	316	6
chr6E3	0.145748987854251	0.329566741192821	0.172323959014606	1.37094131143815	71	44
chr6F1	0.273453093812375	0.473464499572284	-0.159266640612011	-1.15810398339035	136	37
chr6F2	0.153374233128834	0.338835212023618	0.216377069973302	1.34412630367638	74	27
chr6F3	0.233128834355828	0.438745570247304	0.196343305866735	1.21967730683671	113	27
chr6G1	0.177062374245473	0.368403988003566	0.197792002202492	1.27866808290651	87	29
chr6G2	0.856	0.923017793594306	-0.15924996779793	-0.70131521873226	427	13
chr6G3	0.0161943319838057	0.0962133841390807	-0.256182208730539	-1.83392635238859	7	36
chr7A1	0.280665280665281	0.47353128920781	0.11131874883137	1.14399266187112	134	75
chr7A2	0.0081799591002045	0.062993762993763	0.332984457275988	2.06848705269593	3	27
chr7A3	0.00416666666666667	0.036996336996337	0.155953816991211	2.00887827490189	1	119
chr7B1	0.2875	0.478250930703416	0.107155901191017	1.13404810171172	137	81
chr7B2	0.177083333333333	0.368403988003566	0.272435335087859	1.26543916176466	84	15
chr7B3	0.0742268041237113	0.206948110682443	0.131766067319527	1.50244744646194	35	96
chr7B4	0.272904483430799	0.473464499572284	0.350886381491307	1.1531244160408	139	7
chr7B5	0.753086419753086	0.838916122004357	-0.196922831632653	-0.761661644008228	365	10
chr7C	0.0583657587548638	0.190137851460497	-0.233183844951096	-1.56798117665935	29	31
chr7D1	0.0329896907216495	0.143448928867322	-0.449120942385191	-1.64642062580786	15	9
chr7D2	0.00207900207900208	0.0246501789781972	0.308382247244849	2.08018352481013	0	32
chr7D3	0.144554455445545	0.329323308270677	-0.178285478797665	-1.32370286883291	72	38
chr7E1	0.619140625	0.75616044424612	-0.112288163160605	-0.880456225876293	316	43
chr7E2	0.995918367346939	0.995918367346939	0.0651342108893423	0.447966544188153	487	33
chr7E3	0.320537428023033	0.508496548120308	-0.128134654887986	-1.11744987483025	166	53
chr7F1	0.454191033138402	0.629891881587189	-0.157872329102472	-0.991582133283542	232	27
chr7F2	0.261538461538462	0.466153846153846	-0.162445968802857	-1.15107139988879	135	34
chr7F3	0.430962343096234	0.602705573156682	0.0777465015280682	1.00660495781508	205	120
chr7F4	0.0103092783505155	0.0743740795287187	0.376728355669007	1.9117899314376	4	18
chr7F5	0.00206611570247934	0.0246501789781972	0.256535228182546	2.42213645801588	0	64
chr8A1	0.187866927592955	0.384619453112604	-0.132392197441441	-1.25080660316379	95	65
chr8A2	0.18568665377176	0.382741878182608	-0.148269353806782	-1.25657043852242	95	50
chr8A3	0.242798353909465	0.449808607744025	-0.309470663265306	-1.19697615660268	117	10
chr8A4	0.0217391304347826	0.116713940539973	-0.310069167331737	-1.82824856019498	10	24
chr8B1	0.101167315175097	0.24921704469963	-0.213158755631573	-1.4333279243274	51	31
chr8B2	0.846315789473684	0.915834586466165	-0.249262889473265	-0.68782334384858	401	5
chr8B3	0.00831600831600832	0.062993762993763	0.137669578243349	1.80602465915956	3	122
chr8C1	0.260606060606061	0.466153846153846	0.221321352843617	1.15887020182915	128	19
chr8C2	0.062124248496994	0.190137851460497	0.203556966264767	1.57774253851028	30	42
chr8C3	0.523138832997988	0.692188062875067	0.125292257489361	0.923383855503366	259	38
chr8C4	0.0613496932515337	0.190137851460497	-0.480638513475048	-1.55769604044239	29	7
chr8C5	0.257874015748031	0.466153846153846	0.159352754256093	1.15435022507948	130	36
chr8D1	0.0693069306930693	0.2	0.425832934799936	1.50305726644166	34	8
chr8D3	0.0273109243697479	0.126521116678597	0.15378921575777	1.67728894057129	12	88
chr8E1	0.00212314225053079	0.0246501789781972	0.225664105527061	2.75177202891413	0	107
chr8E2	0.990403071017274	0.995348470514033	-0.0736803226321674	-0.51001084237457	515	32
chr9A1	0.00194552529182879	0.0246501789781972	-0.384725485276339	-2.45140952305537	0	28
chr9A2	0.177514792899408	0.368403988003566	-0.244196250498604	-1.27709556114591	89	19
chr9A3	0.00198019801980198	0.0246501789781972	0.265003150403355	2.51276273500678	0	62
chr9A4	0.4	0.580465142106189	0.123347459885921	1.02150380313496	199	48
chr9A5	0.649895178197065	0.784534816708011	0.0709499685368588	0.840817269624364	309	103
chr9B	0.621399176954732	0.75616044424612	0.0926089006306763	0.868448136289669	301	63
chr9C	0.896414342629482	0.946388661382345	-0.0792419638573485	-0.653020433180265	449	48
chr9D	0.0506072874493927	0.178302419734488	-0.22077097867959	-1.5804287020922	24	36
chr9E1	0.22879684418146	0.436009080421272	-0.228526441752567	-1.19514572304353	115	19
chr9E2	0.676056338028169	0.8015625	-0.23650964450821	-0.823298396553545	335	8
chr9E3	0.0884086444007859	0.228955720114856	-0.159829355471002	-1.45019346414559	44	59
chr9F1	0.932170542635659	0.96504815464758	-0.0619287301152102	-0.615377154866268	480	71
chr9F2	0.0206185567010309	0.113589503280225	0.219078694817658	1.82963667259963	9	50
chr9F3	0.307385229540918	0.495413428462225	0.153775729872239	1.12369088386876	153	37
chr9F4	0.904572564612326	0.950017654120472	-0.0850193338204847	-0.658625772767378	454	42
MT	0.174180327868852	0.368403988003566	-0.312162524551905	-1.27124415631721	84	11
chrXA1	0.395303326810176	0.580465142106189	-0.11016586904168	-1.0408181078916	201	65
chrXA3	0.265625	0.470668859649123	-0.214983245572044	-1.16443760691914	135	20
chrXA5	0.280943025540275	0.47353128920781	-0.181298506729541	-1.11860944965461	142	26
chrXA6	0.016	0.0962133841390807	-0.424337404083836	-1.86872426711537	7	13
chrXA7	0.280876494023904	0.47353128920781	-0.127513907898804	-1.13806716101348	140	58
chrXB	0.515274949083503	0.687789910010138	-0.308654765699713	-0.939248622218907	252	6
chrXC3	0.22568093385214	0.432793183273408	-0.185659542437444	-1.18299303736103	115	28
chrXD	0.0430528375733855	0.160850297742695	-0.196482946566371	-1.57449688358551	21	46
chrXE1	0.0147368421052632	0.0911278195488722	-0.634727866762292	-1.75148673223232	6	5
chrXE3	0.431640625	0.602705573156682	-0.186540609542046	-1.01038060147615	220	20
chrXF1	0.033596837944664	0.143448928867322	-0.278675073828717	-1.68160750612047	16	25
chrXF2	0.214432989690722	0.415446171488402	-0.328745405429343	-1.20513911745899	103	9
chrXF3	0.811284046692607	0.887433451797328	-0.1114079126665	-0.74913212803664	416	31
chrXF4	0.0535372848948375	0.184338605944725	-0.307137930549104	-1.53304033537439	27	17
chrXF5	0.0584677419354839	0.190137851460497	-0.268548878507385	-1.50772696803873	28	22
